id,title_short,decision,reason_code,confidence,rationale,extracto_truncado_relevante,revisado_manualmente,color_numbers
2197,Representation of I(1) and I(2) autoregressive Hilbertian processes,include,none,alta,"Metodologia FDA nuclear (bases/FPCA/series temporales funcionales), tema inequivoco por titulo y resumen.",no,no,
2198,The Christoffel-Darboux kernel for data analysis,exclude,I1,alta,Libro sobre el kernel de Christoffel-Darboux para análisis de datos/ML general; no es FDA/representación en bases ni FPCA. Solo página de aterrizaje.,si,si,verde
2199,Detecting deviations from second-order stationarity in locally stationary functional time series,include,none,alta,Test de estacionariedad de segundo orden para series de tiempo funcionales; operadores de covarianza/autocovarianza. FDA central.,no,no,
2201,Cointegration in functional autoregressive processes,include,none,alta,"Cointegración en procesos autorregresivos funcionales (H-valuados); econometría, aplicación a distribución del ingreso. FTS central.",no,no,
2202,Atm transaction simulation: combination of ACDs and Cox process,exclude,E1,alta,FDA usada solo como método accesorio para aproximar la intensidad de un proceso de Cox; el trabajo trata de modelos ACD/Cox para cajeros. Sin discusión de base.,si,si,verde
2203,Anomaly detection: a functional analysis perspective,include,none,media,Detección de cambios vía expansión de Karhunen-Loève y subespacios anidados; representación de procesos en base empírica. On-topic PR1/PR2.,si,no,
2207,Functional linear regression with mixed predictors,include,none,alta,"Regresión lineal funcional con predictores mixtos; RKHS, penalización de suavidad + group Lasso, datos observados en puntos discretos. FDA central.",no,no,
2228,Joint models for grid point and response processes in longitudinal and functional data,include,none,media,"Modelos conjuntos para puntos de grilla y procesos respuesta en datos funcionales/longitudinales; KL, recuperación por suavizado. FDA.",si,no,
2230,Testing equality of spectral density operators for functional processes,include,none,alta,Test de igualdad de operadores de densidad espectral para procesos funcionales; procesos lineales funcionales. FTS central.,no,no,
2231,Distributional Limit Theory for Optimal Transport,exclude,I1,alta,"Teoría de límite distribucional para transporte óptimo (planes, mapas, costos), distancia de Wasserstein. No es FDA.",no,si,verde
2235,The autoregression bootstrap for kernel estimates of smooth nonlinear functional time series,include,none,alta,"Bootstrap de autorregresión para estimadores kernel de series de tiempo funcionales no lineales; modelo FAR(1), menciona FPCA. FTS central.",no,no,
2236,A one-way ANOVA test for functional data with graphical interpretation.,include,none,alta,Test ANOVA de una vía para datos funcionales con interpretación gráfica; aplicación a descentralización fiscal europea. FDA + economía.,no,no,
2243,On filter-type estimation of discretely sampled cyclic long-memory processes,include,none,media,"Estimación tipo filtro de procesos de larga memoria cíclicos discretamente muestreados; base wavelet central al método, datos funcionales. PR4.",si,no,
2247,Asymptotics for spherical functional autoregressions,include,none,media,"Asintótica de autorregresiones funcionales esféricas; armónicos esféricos como base ortonormal, estimación de kernels AR. Contribución metodológica FTS.",si,no,
2253,Nonlinear factor-augmented predictive regression models with functional coefficients,include,none,media,"Modelos de regresión predictiva factor-aumentada con coeficientes funcionales; PCA, suavizado local, aplicación a inflación del Reino Unido. Terminología 'coef. funcional' (no FDA estricto); cuerpo omitido.",si,no,
2261,Functional Extreme-PLS,include,none,alta,"Functional Extreme-PLS: reducción de dimensión extrema en marco funcional discretizado, L2([0,1]), proyección, PLS+SIR. Aplicación a datos financieros de alta frecuencia. FDA central.",no,no,
2263,Minimax prediction in the Functional Autoregressive Model,include,none,alta,"Predicción minimax en el modelo autorregresivo funcional; compara regularización FPCA estándar vs estimador ridge, suavidad funcional. PR2/PR3 directo.",no,no,
2266,Estimation for high-frequency data under parametric market microstructure noise,exclude,I1,alta,"Estimación para datos de alta frecuencia bajo ruido de microestructura de mercado; 'funcionales de volatilidad' = funcionales (mapeos), no FDA. Colisión terminológica.",no,si,verde
2268,Long range dependence spectral testing from discretely observed functional time series in manifolds,include,none,alta,"Test espectral de dependencia de largo rango en series de tiempo funcionales en variedades; base sieve de armónicos esféricos truncada, reconstrucción series LS. FDA + base.",no,no,
2270,Gaussian Differentially Private Human Faces Under a Face Radial Curve Representation,include,none,media,GDP para caras humanas 3D bajo representación de curvas radiales como conjunto de funciones; propone una representación funcional novedosa. Fronterizo E4 (aplicación a caras); cuerpo omitido.,si,no,
2271,Detecting practically significant dependencies in metric spaces via distance correlations,exclude,I1,alta,"Test de dependencias significativas en espacios métricos vía correlación de distancias; datos funcionales es solo uno de varios settings cubiertos, no el foco. No aborda representación en bases.",si,si,verde
2273,Functional approach to analysis of daily tax revenues,include,none,alta,"Enfoque funcional para análisis de ingresos tributarios diarios; ingresos mensuales como funciones de datos diarios, suavizado y registración. FDA + aplicación económica (PR5).",si,no,
2274,Exponential mixing properties of nonlinear functional autoregressive models,include,none,alta,"Propiedades de mezcla exponencial de modelos autorregresivos funcionales no lineales (NFAR); series de tiempo funcionales, operator learning. FTS central.",no,no,
2279,Linear Processes for Functional Data,include,none,alta,"Procesos lineales para datos funcionales (capítulo de estado del arte); ARMA funcional, PCA, regresión, predicción; menciona curvas de tasas de interés. FDA central.",no,no,
2290,A General Theory for Large-Scale Curve Time Series via Functional Stability Measure,include,none,alta,"Teoría general para series de tiempo de curvas a gran escala vía medida de estabilidad funcional; FPCA, autorregresión funcional vectorial, estimación regularizada. FDA central.",no,no,
2293,Testing marginal homogeneity in Hilbert spaces with applications to stock market returns,include,none,media,"Test de homogeneidad marginal en espacios de Hilbert con aplicación a retornos bursátiles; datos funcionales, test Cramér-von-Mises. FDA + finanzas (PR5); enfoque por proyección, no base.",si,no,
2296,Consistency of recursive nonparametric kernel estimates for independent functional data,include,none,media,"Consistencia de estimadores kernel recursivos para datos funcionales independientes; función de riesgo condicional, enfoque semi-métrico (sin expansión en base). Fronterizo E1; cuerpo omitido.",si,no,
2304,Uncovering data across continua: an introduction to functional data analysis,include,none,media,"'Descubriendo datos a través de continuos': introducción a FDA (AMS Notices); artículo expositivo/panorámico, no una contribución metodológica sobre elección de base. Fronterizo E2/E1.",si,no,
2308,Mixing conditions of conjugate processes,include,none,media,"Condiciones de mezcla de procesos conjugados; cdfs empíricas como elementos L2, operador de covarianza, series de tiempo funcionales. Teórico/probabilístico; autores brasileños.",si,no,
2311,SPHARMA approximations for stationary functional time series on the sphere,include,none,alta,"Aproximaciones SPHARMA para series de tiempo funcionales estacionarias en la esfera; armónicos esféricos (base), representación espectral funcional, descomposición de Wold. FTS + base.",no,no,
2321,The maximum of the periodogram of Hilbert space valued time series,include,none,alta,"El máximo del periodograma de series de tiempo con valores en espacio de Hilbert; análisis espectral funcional, procesos autorregresivos funcionales. FTS central.",no,no,
2324,A uniform bound on the operator norm of sub-Gaussian random matrices and its applications,exclude,I1,alta,"Cota uniforme de la norma de operador de matrices aleatorias sub-Gaussianas; teoría de matrices aleatorias, modelos de factores funcionales solo como ilustración. No aborda representación en bases.",si,si,verde
2326,Using complex surveys to estimate the \(L_1\)-median of a functional variable: application to electr,include,none,media,"Uso de encuestas complejas para estimar la L1-mediana de una variable funcional; curvas de carga eléctrica (EDF), estimación robusta, muestreo. FDA; foco en estimación robusta, no base.",si,no,
2337,A Bayesian estimation method for the functional spatial error model,include,none,media,"Método de estimación bayesiana para el modelo de error espacial funcional; modelos lineales funcionales, dependencia espacial, aplicación a desempleo/analfabetismo en Senegal. FDA + economía. Editorial de tier bajo (Pushpa).",si,no,
2342,Functional SAC model: with application to spatial econometrics,include,none,alta,"Modelo SAC funcional aplicado a econometría espacial; extiende SAC de covariable escalar a funcional, MLE, aplicación a desempleo/analfabetismo en Senegal. FDA + economía.",si,no,
2349,CLT for single functional index quantile regression under dependence structure,include,none,media,"CLT para regresión cuantílica de índice funcional único bajo dependencia; modelo de índice funcional, estimador kernel, datos censurados. FDA regresión; enfoque índice/kernel, no base.",si,no,
2353,The EE-Classifier: A classification method for functional data based on extremality indexes,include,none,media,"EE-Classifier: clasificación de datos funcionales basada en índices de extremalidad; métodos de profundidad, aplicación a S&P 500. FDA + finanzas (PR5); autores colombianos (EAFIT).",si,no,
2367,Intra-day co-movements of crude oil futures: China and the international benchmarks,exclude,E1,alta,Co-movimientos intradía de futuros de petróleo crudo (China vs benchmarks); clustering de datos funcionales sobre curvas de retorno intradía. Aplicación FDA a series financieras (PR5). No menciona explícitamente la familia de bases usada.,si,si,amarillo
2372,Detecting changes in Hilbert space data based on ''repeated'' and change-aligned principal component,include,none,alta,"Detección de cambios en datos de espacio de Hilbert vía componentes principales 'repetidas' y alineadas al cambio; CUSUM, eigenelementos del operador de covarianza. FPCA central.",no,no,
2383,Forecasting age distribution of life-table death counts via <i>α</i> -transformation,include,none,media,"Pronóstico de distribución de edades de conteos de muertes de tabla de vida vía alpha-transformación; datos composicionales, PCA, pronóstico de series de tiempo funcionales. Demografía/actuarial; usa PCA/FTS sustantivamente.",si,no,
2385,Grouped multivariate and functional time series forecasting: an application to annuity pricing,include,none,alta,"Pronóstico agrupado de series de tiempo multivariadas y funcionales aplicado a fijación de precios de anualidades; FTS funcional, mortalidad. FDA + aplicación económica/actuarial (PR5).",no,no,
2391,Inference on the dimension of the nonstationary subspace in functional time series,include,none,alta,"Inferencia sobre la dimensión del subespacio no estacionario en series de tiempo funcionales; cointegración funcional, test de dimensión, aplicaciones a empleo/electricidad. FTS + econometría + PR2/PR3.",no,no,
2392,Dynamic principal component regression: application to age-specific mortality forecasting,include,none,alta,"Regresión de componentes principales dinámicos aplicada a pronóstico de mortalidad; FPCA dinámico, reducción de dimensión, covarianza de largo plazo. FPCA central.",no,no,
2395,Cointegration and representation of cointegrated autoregressive processes in Banach spaces,include,none,alta,"Cointegración y representación de procesos autorregresivos cointegrados en espacios de Banach (Econometric Theory); procesos AR en C[0,1], teoremas de representación. FTS + econometría.",si,no,
2397,A Frequentist Approach to Change Point Detection: Methods and Applications,include,none,alta,"Enfoque frecuentista a detección de puntos de cambio en series de tiempo funcionales; soporte esparso y denso, cambio de media y volatilidad del proceso, FPCA, FAR. FTS + volatilidad (PR4/PR5).",no,no,
2400,Cointegrated Density-Valued Linear Processes,include,none,alta,"Procesos lineales cointegrados con valores de densidad; distribuciones de ingreso transversales, espacios de Hilbert de Bayes, FPCA, densidades de salarios. FTS + econometría + PR5.",no,no,
2401,Machine Learning Assisted Orthonormal Basis Selection for Functional Data Analysis,include,none,alta,"Selección asistida por ML de base ortonormal para FDA; trata directamente el efecto de la elección de base (Fourier/wavelets/splines), método data-driven con splinets, criterio MSE. PR1/PR2 directo — antecedente directo.",no,no,
2402,Generalized dynamic functional principal component analysis,include,none,alta,"Análisis de componentes principales funcionales dinámicos generalizado; reducción de dimensión para FTS, expansión en base, reconstrucción por mínimos cuadrados. FPCA + base central.",no,no,
2403,A wavelet-based method in aggregated functional data analysis,include,none,alta,"Método basado en wavelets en análisis de datos funcionales agregados; wavelet shrinkage bayesiano, compara explícitamente wavelet vs spline para características locales. PR4/PR1 directo — antecedente directo; autor brasileño (Unicamp).",no,no,
2404,Covariance estimation for derivatives of functional data using an additive penalty in P-splines,include,none,alta,"Estimación de covarianza para derivadas de datos funcionales usando penalización aditiva en P-splines; P-splines, penalización, suavizado, FPCA basado en derivadas. PR2/PR3 directo.",no,no,
2405,Efficient Multidimensional Functional Data Analysis Using Marginal Product Basis Systems,include,none,alta,"Análisis eficiente de datos funcionales multidimensionales usando sistemas de base de producto marginal; bases separables adaptadas a los datos, regularización basada en rugosidad, FPCA. PR1/PR2/PR3 directo.",no,no,
2406,Efficient Bayesian hierarchical functional data analysis with basis function approximations using Gaussian-Wisha,include,none,alta,Metodos bayesianos de aproximacion por funciones base y suavizado para FDA; comparacion con BFPCA.,no,no,
2407,Estimation of Functional Principal Components from Sparse Functional Data,include,none,alta,FPCA por expansion en base con MLE; criterio de informacion para numero de bases y rango de covarianza.,no,no,
2408,Efficient spline orthogonal basis for representation of density functions,include,none,alta,"Construccion de base spline ortogonal (ZB-splinets) para FDA/FPCA; compara B-spline, Fourier, wavelets.",no,no,
2409,Splines 'n Lines: Rest-frame galaxy spectral energy distributions via Bayesian functional data analysis,include,none,media,"Marco bayesiano jerarquico para SEDs de galaxias con base B-spline mas lineas; aporte metodologico de base, cuerpo omitido.",si,no,
2410,Sparse Functional Principal Component Analysis in High Dimensions,include,none,alta,FPCA en alta dimension via expansiones en base ortonormal y Karhunen-Loeve; regla de umbral.,no,no,
2411,Compositional splines for representation of density functions,include,none,alta,"Splines composicionales: nueva base spline para densidades en FDA, splines de suavizado, FPCA simplicial.",no,no,
2412,Constrained variable clustering and the best basis problem in functional data analysis,include,none,alta,"Problema de la mejor base en FDA; compara mejor-base wavelet y B-splines, representacion piecewise-constant.",no,no,
2413,Online Functional Principal Component Analysis on a Multidimensional Domain,include,none,alta,FPCA online via tensor product splines penalizados; seleccion dinamica de parametro de suavizado.,no,no,
2414,Bayesian Multivariate Sparse Functional Principal Components Analysis,include,none,alta,FPCA bayesiano multivariante con base spline ortonormal (B-splines ortogonalizadas); discute eleccion de base.,no,no,
2415,Filtrated Common Functional Principal Components for Multivariate Functional data,include,none,media,"FPCA comun filtrada via representacion en base ortonormal; aplicacion neuro, aporte metodologico de base.",si,no,
2416,Functional principal component analysis with informative observation times,include,none,alta,FPCA con tiempos de observacion informativos via splines penalizados ponderados.,no,no,
2417,Penalized Spline M-Estimators for Discretely Sampled Functional Data: Existence and Asymptotics,include,none,alta,"M-estimadores spline penalizados para datos funcionales discretos; regimenes de nudos, numero de bases.",no,no,
2418,Inference for Model Misspecification in Interest Rate Term Structure using Functional Principal Component Analysis,include,none,alta,FPCA en tasas de interes; compara base Nelson-Siegel vs base FPC data-driven; eventos raros (PR4+PR5).,no,no,
2419,Distribution of a Non-parametric Wavelet-based Statistic for Functional Data,include,none,alta,Estadistico no parametrico basado en wavelets para FDA con umbral duro; distribucion analitica.,no,no,
2421,Bayesian Functional Data Analysis over Dependent Regions and Its Application for Identification of Differentially,include,none,media,"FDA bayesiano con splines de suavizado sobre regiones dependientes; aplicacion epigenetica, borderline E1/E4.",si,no,
2422,Randomized Spline Trees for Functional Data Classification: Theory and Application to Environmental Time Series,include,none,media,Randomized Spline Trees: parametros B-spline aleatorios; diversidad de base reduce error de generalizacion.,no,no,
2423,Fast Bayesian Basis Selection for Functional Data Representation with Correlated Errors,include,none,alta,"Seleccion bayesiana rapida de funciones base para representacion funcional; compara regression/smoothing splines, LASSO.",no,no,
2424,Wavelet-based estimation in aggregated functional data with positive and correlated errors,include,none,alta,Metodos bayesianos wavelet para datos funcionales agregados; wavelets vs splines para discontinuidades/picos.,no,no,
2425,Splinets -- Orthogonal Splines and FDA for the Classification Problem,include,none,alta,"Bases spline ortogonales (splinets) para FDA; seleccion de nudos data-driven, ortonormalizacion de B-splines.",no,no,
2428,Wavelet-Based Bayesian Hierarchical Modeling with Regularized Horseshoe Priors for Spatially Correlated Functiona,include,none,alta,"Modelado bayesiano wavelet para datos funcionales espaciales; wavelet vs spline para picos (PM10 Mexico, PR4+PR5).",no,no,
2429,Functional Random Forest with Adaptive Cost-Sensitive Splitting for Imbalanced Functional Data Classification,exclude,E1,alta,"Random Forest funcional para clasificacion desbalanceada; usa base/FPCA solo como reduccion de dimension, aporte es el desbalance.",si,si,verde
2430,BAMIFun: Bayesian Multiple Imputation for Functional Data,include,none,media,Imputacion multiple bayesiana para datos funcionales; usa FPCA + representacion spline penalizada para suavidad.,si,no,
2431,Flexible joint models for multivariate longitudinal and time-to-event data using multivariate functional princip,include,none,media,"Modelos conjuntos con MFPC para efectos aleatorios; compara base MFPC vs P-splines, numero de componentes.",si,no,
2432,BFDA: A Matlab Toolbox for Bayesian Functional Data Analysis,include,none,media,Toolbox MATLAB para FDA bayesiano; aproximacion por base B-spline cubica para datos de alta dimension.,no,no,
2433,Wavelet Functional Data Analysis for FANOVA Models under Dependent Errors,include,none,alta,"FDA con wavelets para modelos FANOVA con errores dependientes; estimador wavelet no lineal, seleccion de umbral.",no,no,
2434,"Splinets -- splines through the Taylor expansion, their support sets and orthogonal bases",include,none,alta,Splinets: bases spline ortonormales via expansion de Taylor y ortogonalizacion diadica de B-splines para FDA.,no,no,
2435,Object-Oriented Software for Functional Data,include,none,media,"Paquete R funData; representacion en base (splines o Fourier) de datos funcionales, base para MFPCA.",no,no,
2436,A Wavelet-Based Independence Test for Functional Data with an Application to MEG Functional Connectivity,include,none,alta,"Test de independencia para datos funcionales; nuevo metodo de umbral wavelet para pre-suavizado, kernels Besov.",no,no,
2437,Simulation studies to compare bayesian wavelet shrinkage methods in aggregated functional data,include,none,alta,Compara cinco metodos bayesianos de shrinkage wavelet en datos funcionales agregados; compara con B-splines.,no,no,
2438,Mixtures of Spatial Spline Regressions,include,none,media,"Extiende FDA a superficies via base spline bivariada; clustering por mezclas, survey de bases B-spline/Fourier.",si,no,
2439,FunctionalCalibration: an R package for estimation in aggregated functional data model,include,none,media,Paquete R; estima curvas individuales via expansion en base spline o wavelet; compara para features locales.,no,no,
2440,Functional Data Analysis by Matrix Completion,include,none,alta,"Separa variacion suave y rugosa en FDA; suavizado+PCA las confunden, FPCAs separadas por escala (PR2+PR4).",no,no,
2441,Fast Bivariate Penalized Splines: the Sandwich Smoother,include,none,alta,"P-splines bivariados rapidos; GCV para seleccion de parametro de suavizado, estimacion de covarianza en FDA.",no,no,
2442,Ultra-efficient MCMC for Bayesian longitudinal functional data analysis,include,none,media,MCMC eficiente para FDA longitudinal bayesiano; reparametrizacion de base ortogonalizada central al algoritmo.,si,no,
2443,Fast Covariance Estimation for Sparse Functional Data,include,none,alta,Estimacion de covarianza para datos funcionales dispersos via splines penalizados; CV leave-one-subject-out.,no,no,
2444,Efficient Covariance Estimation for Sparsified Functional Data,include,none,alta,Estimadores de covarianza random-knots y B-spline para datos sparsificados; AIC para numero de eigenfunciones.,no,no,
2445,Bayesian mixtures of spatial spline regressions,include,none,media,"Mezclas bayesianas de regresiones spline espaciales; base spline Nodal, clustering de superficies (MNIST).",si,no,
2446,Wavelet estimation of the dimensionality of curve time series,include,none,alta,"Estimacion wavelet de la dimensionalidad de series de curvas; base wavelet + bootstrap, series financieras/energia (PR3+PR4+PR5).",no,no,
2447,Compositional Periodic Spline Approximation for Circular Density Data in Bayes Spaces,include,none,media,"Splines periodicas composicionales para densidades circulares; splines de suavizado y penalizadas, formulaciones matriciales.",no,no,
2448,Bivariate Densities in Bayes Spaces: Orthogonal Decomposition and Spline Representation,include,none,media,"Representacion B-spline para densidades bivariadas en espacios de Bayes; descomposicion ortogonal, perspectiva FDA.",no,no,
2449,Benchmarking time series classification -- Functional data vs machine learning approaches,include,none,media,"Benchmark de clasificacion: FDA vs ML; compara representaciones en base (Fourier, wavelet, FPCA, bsignal) - PR4/C4.",si,no,
2450,Bayesian Change Point Detection for Functional Data,include,none,media,"Deteccion bayesiana de cambios en datos funcionales via DWT; priors sobre coeficientes wavelet, cambio climatico.",si,no,
2451,Bayesian local clustering of functional data via semi-Markovian random partitions,include,none,media,"Clustering local bayesiano; explota soporte local de bases B-spline, particiones semi-markovianas (mareas Venecia).",si,no,
2452,Reconciling Functional Data Regression with Excess Bases,include,none,alta,"Reconcilia regresion funcional con exceso de bases; double-descent, elegir numero de bases mayor que muestra (PR3).",no,no,
2453,Bayesian Nonparametric Detection of Anomalies in Multivariate Functional Data,include,none,media,Deteccion bayesiana de anomalias en datos funcionales; base wavelet con priors Besov para representacion suave y sparse (PR4).,si,no,
2454,On Metrics for Analysis of Functional Data on Geometric Domains,exclude,I1,alta,Metricas de geometria metrica y transporte optimo (Gromov-Hausdorff/Wasserstein) para 'campos'; no aborda representacion en bases ni FPCA.,no,si,verde
2455,Penalized likelihood estimation of probability density functions using compositional splines,include,none,alta,"Estimacion por maxima verosimilitud penalizada de densidades via splines composicionales (ZB-splines); penalizacion, CV para nudos.",no,no,
2456,Mixed Gaussian Projections for Two-Sample Testing of Functional Data,include,none,alta,"Tests de dos muestras via proyecciones gaussianas mixtas; combina componentes Haar y Fourier (localizado vs oscilatorio), compara FPCA (PR4).",no,no,
2457,Fast Covariance Estimation for Multivariate Sparse Functional Data,include,none,alta,"Estimacion de covarianza para datos funcionales dispersos multivariados via B-splines tensor product; CV para suavizado, FPCA.",no,no,
2458,Bayesian Graphical Models for Multivariate Functional Data,include,none,media,"Modelos graficos bayesianos para datos funcionales; expansiones en base ortogonal, prior hyper-inverse-Wishart-process para kernels.",si,no,
2459,Robust joint modeling of sparsely observed paired functional data,include,none,alta,FPCA + splines con penalización de rugosidad para FDA pareada robusta; metodología central de representación.,no,no,
2460,A geometric approach to maximum likelihood estimation of the functional principal components from sp,include,none,alta,MLE geométrica de FPCA desde datos dispersos; selección explícita del número de funciones base.,no,no,
2461,"Bayesian Framework for Simultaneous Registration and Estimation of Noisy, Sparse and Fragmented Func",include,none,media,"Marco bayesiano de registro y estimación de funciones subyacentes; representación funcional central, métodos omitidos.",si,no,
2462,Clustering nonstationary circadian rhythms using locally stationary wavelet representations,include,none,alta,Representaciones wavelet localmente estacionarias para ritmos circadianos no estacionarios; directamente PR4.,no,no,
2463,A topologically valid definition of depth for functional data,include,none,media,"Definición topológica de profundidad para datos funcionales; metodología FDA general, no central a bases.",si,no,
2464,Explainable Outlier Detection for Multivariate Functional Data,include,none,alta,Detección de outliers en datos funcionales multivariados vía representaciones en bases y covarianza separable.,no,no,
2466,Trend Filtering for Functional Data,include,none,alta,Trend filtering funcional con expansión en base ortonormal y penalización para eliminar bases redundantes.,no,no,
2467,A novel generalized additive scalar-on-function regression model for partially observed multidimensi,include,none,alta,Regresión aditiva escalar-sobre-función con B-splines; discute expansión en bases y método no atado a base específica.,no,no,
2468,Bayesian repulsive mixture model for multivariate functional data,include,none,alta,Mezcla repulsiva para datos funcionales multivariados con distancia basada en curvas B-spline.,no,no,
2469,Clustering of functional data prone to complex heteroscedastic measurement error,include,none,media,Clustering de datos funcionales con error de medición; contrasta bases finitas vs suavizado no paramétrico.,si,no,
2470,Graph-constrained Analysis for Multivariate Functional Data,include,none,media,Modelos gráficos gaussianos funcionales con restricción de grafo; usa bases pero enfoque en GGM.,si,no,
2471,Basis Expansions for Functional Snippets,include,none,alta,Expansión en bases para 'snippets' funcionales; representación en base de la función de covarianza es el aporte central.,no,no,
2472,Structural adaptation and rate accelerated estimation in bivariate functional data,include,none,alta,Adaptación estructural en datos funcionales bivariados vía cambio de base para acelerar tasas de suavizado.,no,no,
2473,A functional-data approach to the Argo data,include,none,media,"Kriging funcional espacio-temporal para datos Argo; aporte metodológico real, aplicación oceanográfica, métodos omitidos.",si,no,
2474,Functional Bipartite Ranking: a Wavelet-Based Filtering Approach,include,none,alta,Ranking bipartito funcional con aproximaciones wavelet lineales/no lineales; selección adaptativa de representación compacta.,no,no,
2475,Sufficient conditions for proper posteriors in fully-Bayesian Functional PCA,include,none,alta,FPCA totalmente bayesiano con base spline ortonormal y penalización de segunda derivada; representación central.,no,no,
2476,From dense to sparse design: Optimal rates under the supremum norm for estimating the mean function ,include,none,media,"Tasas óptimas en norma supremo para estimación de media en FDA; teoría central de FDA, no específica de bases.",si,no,
2477,A Hierarchical Model for Aggregated Functional Data,include,none,alta,Modelo jerárquico para datos funcionales agregados con K funciones base B-spline.,no,no,
2478,Multiple testing for outlier detection in functional data,include,none,alta,"Detección de outliers vía proyección de datos funcionales sobre bases ortonormales (wavelet, PCA).",no,no,
2479,Bayesian Function-on-Function Regression for Spatial Functional Data,include,none,media,"Regresión función-sobre-función bayesiana espacial; datos de partículas/población, aporte metodológico jerárquico, métodos omitidos.",si,no,
2481,Enhancing Spatial Functional Linear Regression with Robust Dimension Reduction Methods,include,none,alta,Regresión lineal funcional espacial robusta con FPCA y FPLS; proyección sobre bases ortonormales central.,no,no,
2482,A novel framework for detecting multiple change points in functional data sequences,include,none,alta,Detección de múltiples puntos de cambio en secuencias funcionales vía expansión en base funcional.,no,no,
2483,Nonparametric density estimation for intentionally corrupted functional data,include,none,alta,Estimación no paramétrica de densidad para datos funcionales corrompidos; requiere elección de base y parámetros de suavizado.,no,no,
2484,Variation Pattern Classification of Functional Data,include,none,media,"Clasificación por patrón de variación de datos funcionales vía operadores de covarianza; aplicación neurológica (LFP), base no central.",si,no,
2485,Scalable Function-on-Scalar Quantile Regression for Densely Sampled Functional Data,include,none,media,Regresión cuantílica función-sobre-escalar escalable para datos funcionales densos; metodología FDA central.,si,no,
2486,Gaussian Tree Constraints Applied to Acoustic Linguistic Functional Data,include,none,baja,"Restricciones de árbol gaussiano en datos lingüísticos acústicos; genera base separable-CFA, pero aporte primario es evolución de lenguas.",si,no,
2487,Post-Nonlinear Sparse Component Analysis Using Single-Source Zones and Functional Data Clustering,include,none,baja,"Análisis de componentes dispersos post-no-lineal (separación de fuentes de voz); compara B-spline vs aproximación local, FDA accesoria — posible E1.",si,no,
2489,High-dimensional Bayesian Fourier Analysis For Detecting Circadian Gene Expressions,include,none,media,Análisis de Fourier bayesiano de alta dimensión para genes circadianos; base de Fourier central al método pese a aplicación genómica.,si,no,
2491,Factor-augmented model for functional data,exclude,E3,alta,Duplicado de 348.,no,si,amarillo
2492,"Controlling Statistical, Discretization, and Truncation Errors in Learning Fourier Linear Operators",exclude,I1,alta,"Teoría de operator learning (Fourier Neural Operator) para operadores solución de EDP; 'datos funcionales' en sentido de espacios de funciones, no FDA de curvas.",no,si,verde
2493,Modeling Multivariate Mixed-Response Functional Data,include,none,alta,Datos funcionales multivariados de respuesta mixta; FPCA multivariada para especificar expansiones en base.,no,no,
2494,Classification of pediatric pneumonia using chest X-rays by functional regression,include,none,media,Clasificación de neumonía pediátrica por regresión funcional; selecciona bases desde estructura de covarianza — discusión metodológica sustantiva (excepción E4).,si,no,
2496,A Fourier continuation framework for high-order approximations,exclude,I1,alta,Análisis numérico: continuación de Fourier para eliminar fenómeno de Gibbs en aproximaciones de alto orden en solvers de EDP. No es FDA.,no,si,verde
2497,Bayesian Semiparametric Orthogonal Tucker Factorized Mixed Models for Multi-dimensional Longitudinal,include,none,alta,Modelos mixtos Tucker factorizados ortogonales para datos funcionales longitudinales multidimensionales; representación en base central.,no,no,
2498,Functional Multidimensional Scaling,include,none,alta,Escalamiento multidimensional funcional con funciones base B-spline cúbicas.,no,no,
2499,Wavelet-based genetic association analysis of functional phenotypes arising from high-throughput seq,include,none,media,Análisis de asociación genética wavelet de fenotipos funcionales; base wavelet central al método pese a aplicación genómica.,si,no,
2500,Functional Clustering of Survival Data via Smoothed Log-Hazard Trajectories: A Risk-Dynamics Perspec,include,none,alta,Clustering funcional de datos de supervivencia vía FPCA sobre trayectorias log-hazard suavizadas con B-spline.,no,no,
2501,Fast symmetric additive covariance smoothing,include,none,alta,Suavizado rápido de covarianza aditiva simétrica vía splines penalizados; aplicación en FPCA.,no,no,
2502,Bayesian semiparametric modelling of biomarker variability in joint models,include,none,media,Modelado bayesiano semiparamétrico de variabilidad de biomarcadores; compara tres enfoques de especificación de trayectoria (spline). Métodos omitidos.,si,no,
2503,Dynamics of Liquidity Surfaces in Uniswap v3,include,none,alta,"FPCA + factores dinámicos de superficies de liquidez Uniswap v3 (datos financieros DeFi, PR5); compara base empírica vs polinomios de Legendre.",no,no,
2504,A Multivariate Multilevel Longitudinal Functional Model for Repeatedly Observed Human Movement Data,include,none,media,"Modelo funcional longitudinal multinivel multivariado para datos de movimiento humano; aporte metodológico, aplicación biomecánica, métodos omitidos.",si,no,
2505,Cosine Series Representation,include,none,alta,Representación en serie de cosenos: expansión explícita en base ortonormal para modelar y filtrar señales biomédicas.,no,no,
2506,Mapping-to-Parameter Nonlinear Functional Regression with Novel B-spline Free Knot Placement Algorit,include,none,alta,Regresión funcional no lineal con nuevo algoritmo de colocación de nodos libres para bases B-spline.,no,no,
2508,Spatial function-on-function quantile regression,include,none,media,"Regresión cuantílica función-sobre-función espacial penalizada; captura volatilidad estado-dependiente, metodología FDA central.",si,no,
